question,answers,type,template_variant
"Who wrote the book ""Shadows in Heaven""?",Nadine Dorries,book-author,who-wrote-book
"Who is the author of the book ""The Counselor (Movie Tie-in Edition): A Screenplay""?",Cormac McCarthy,book-author,author-of-book
"Who is the author of the book ""Foundation""?",Isaac Asimov,book-author,author-of-book
"Who wrote the book ""The Metamorphosis""?",Franz Kafka,book-author,who-wrote-book
"Who is the author of the book ""If She Knew""?",Blake Pierce,book-author,author-of-book
"Who is the author of the book ""Enoch Soames""?",Max Beerbohm,book-author,author-of-book
"Who is the author of the book ""Last Car to Elysian Fields""?",James Lee Burke,book-author,author-of-book
"Who is the author of the book ""Phantom Pain""?",Arnon Grunberg,book-author,author-of-book
"Who wrote the book ""The Inklings: C.S. Lewis, J.R.R. Tolkien, Charles Williams, and Their Friends""?",Humphrey Carpenter,book-author,who-wrote-book
"Who wrote the book ""Between Planets""?",Robert A. Heinlein,book-author,who-wrote-book
"Who is the author of the book ""Venetia""?",Georgette Heyer,book-author,author-of-book
"Who is the author of the book ""The Yellow Wallpaper and Other Stories""?",Charlotte Perkins Gilman,book-author,author-of-book
"Who wrote the book ""The Crazy Things Girls Do for Love""?",Dyan Sheldon,book-author,who-wrote-book
"Who wrote the book ""On Tyranny: Twenty Lessons from the Twentieth Century""?",Timothy Snyder,book-author,who-wrote-book
"Who is the author of the book ""The Spook's Mistake""?",Joseph Delaney,book-author,author-of-book
"Who wrote the book ""Storming the Gates of Paradise: Landscapes for Politics""?",Rebecca Solnit,book-author,who-wrote-book
"Who is the author of the book ""The Darlings are Forever""?",Melissa Kantor,book-author,author-of-book
"Who wrote the book ""Stars Over Sunset Boulevard""?",Susan Meissner,book-author,who-wrote-book
"Who wrote the book ""My Babysitter Flies by Night""?",Ann Hodgman,book-author,who-wrote-book
"Who wrote the book ""How the West Was Won""?",Louis L'Amour,book-author,who-wrote-book
"Who is the author of the book ""Correspondance""?",Gustave Flaubert,book-author,author-of-book
"Who wrote the book ""Summer Days and Summer Nights: Twelve Love Stories""?",Libba Bray,book-author,who-wrote-book
"Who is the author of the book ""La Navidad oculta: La sorprendente verdad detrás del nacimiento de Cristo""?",Timothy J. Keller,book-author,author-of-book
"Who wrote the book ""Every Second Counts""?",Lance Armstrong Sally Jenkins,book-author,who-wrote-book
"Who is the author of the book ""El refugio""?",R.A. Salvatore,book-author,author-of-book
"Who wrote the book ""Fire & Blood""?",George R.R. Martin,book-author,who-wrote-book
"Who wrote the book ""The Poverty of Nations: A Sustainable Solution""?",Barry Asmus,book-author,who-wrote-book
"Who is the author of the book ""Emily Climbs""?",L. M. Montgomery,book-author,author-of-book
"Who is the author of the book ""The Plot to Seize the White House: The Shocking True Story of the Conspiracy to Overthrow FDR""?",Jules Archer,book-author,author-of-book
"Who is the author of the book ""Dominion: The Power of Man, the Suffering of Animals, and the Call to Mercy""?",Matthew Scully,book-author,author-of-book
"Who wrote the book ""The Advantage: Why Organizational Health Trumps Everything Else in Business""?",Patrick Lencioni,book-author,who-wrote-book
"Who is the author of the book ""Magic Binds""?",Ilona Andrews,book-author,author-of-book
"Who is the author of the book ""The Smoke at Dawn""?",Jeff Shaara,book-author,author-of-book
"Who is the author of the book ""First Date""?",R.L. Stine,book-author,author-of-book
"Who wrote the book ""Mujer, cuerpo y escritura en la narrativa de María Luisa Bombal""?",Lucia Guerra,book-author,who-wrote-book
"Who wrote the book ""Destination: Morgue!""?",James Ellroy,book-author,who-wrote-book
"Who wrote the book ""El pez en el agua""?",Mario Vargas Llosa,book-author,who-wrote-book
"Who wrote the book ""Ready for Anything: 52 Productivity Principles for Work and Life""?",David Allen,book-author,who-wrote-book
"Who is the author of the book ""Shaman: A novel of the Ice Age""?",Kim Stanley Robinson,book-author,author-of-book
"Who is the author of the book ""The Fires of Spring""?",James A. Michener,book-author,author-of-book
"Who is the author of the book ""The Serpent's Shadow""?",Mercedes Lackey,book-author,author-of-book
"Who wrote the book ""Taken by the Highest Bidder""?",Jane Porter,book-author,who-wrote-book
"Who wrote the book ""Treasure Hunters: Peril at the Top of the World""?",James Patterson,book-author,who-wrote-book
"Who wrote the book ""William Goldman: Four Screenplays""?",William Goldman,book-author,who-wrote-book
"Who is the author of the book ""The Hero""?",Robyn Carr,book-author,author-of-book
"Who wrote the book ""The Control of Nature""?",John McPhee,book-author,who-wrote-book
"Who is the author of the book ""BRITISH MYSTERIES Boxed Set: 350+ Thriller Novels, Murder Mysteries & True Crime Stories: Sherlock Holmes, Hercule Poirot Cases, P. C. Lee Series, Father ... Cases, Eugéne Valmont Stories and many more""?",Agatha Christie,book-author,author-of-book
"Who wrote the book ""The Nigger of the Narcissus""?",Joseph Conrad,book-author,who-wrote-book
"Who is the author of the book ""The Joyful Christian""?",C.S. Lewis,book-author,author-of-book
"Who wrote the book ""Twenty Wishes""?",Debbie Macomber,book-author,who-wrote-book
"Who wrote the book ""The Clock of the Long Now: Time and Responsibility""?",Stewart Brand,book-author,who-wrote-book
"Who is the author of the book ""The Art of Preparation: 8 Ways to Plan with Purpose & Intention for Positive Impact""?",Susan C. Young,book-author,author-of-book
"Who is the author of the book ""Alien: The Official Movie Novelization""?",Alan Dean Foster,book-author,author-of-book
"Who is the author of the book ""When the Lion Feeds""?",Wilbur Smith,book-author,author-of-book
"Who wrote the book ""Writing Science: How to Write Papers That Get Cited and Proposals That Get Funded""?",Joshua Schimel,book-author,who-wrote-book
"Who wrote the book ""Priče o osobenjacima i malim ljudima""?",Ivo Andrić,book-author,who-wrote-book
"Who is the author of the book ""Her Favorite Temptation""?",Sarah Mayberry,book-author,author-of-book
"Who wrote the book ""Asylums: Essays on the Social Situation of Mental Patients and Other Inmates""?",Erving Goffman,book-author,who-wrote-book
"Who wrote the book ""I'm Nobody! Who Are You?""?",Emily Dickinson,book-author,who-wrote-book
"Who is the author of the book ""The Moon Era & Revenge of the Robots""?",Jack Williamson,book-author,author-of-book
"Who wrote the book ""Portraits From Memory and Other Essays""?",Bertrand Russell,book-author,who-wrote-book
"Who is the author of the book ""The Discovery of Poetry: A Field Guide to Reading and Writing Poems""?",Frances Mayes,book-author,author-of-book
"Who is the author of the book ""The Violent Bear it Away""?",Flannery O'Connor,book-author,author-of-book
"Who wrote the book ""More Than Him""?",Jay McLean,book-author,who-wrote-book
"Who wrote the book ""The Right Wrong Number""?",Barbara Delinsky,book-author,who-wrote-book
"Who is the author of the book ""Mount Dragon""?",Douglas Preston,book-author,author-of-book
"Who is the author of the book ""Cruel Zinc Melodies""?",Glen Cook,book-author,author-of-book
"Who is the author of the book ""The Lost Boy""?",Dave Pelzer,book-author,author-of-book
"Who is the author of the book ""First One Missing""?",Tammy Cohen,book-author,author-of-book
"Who is the author of the book ""Empire of Storms""?",Sarah J. Maas,book-author,author-of-book
"Who wrote the book ""So Good They Can't Ignore You""?",Cal Newport,book-author,who-wrote-book
"Who is the author of the book ""Dickinson: Poems""?",Emily Dickinson,book-author,author-of-book
"Who wrote the book ""Conversations with Leo Tolstoy""?",Leo Tolstoy,book-author,who-wrote-book
"Who wrote the book ""Paved With Good Intentions: The Failure of Race Relations in Contemporary America""?",Jared Taylor,book-author,who-wrote-book
"Who is the author of the book ""The Call of the Wild""?",Jack London,book-author,author-of-book
"Who wrote the book ""Kidnapped!""?",Francine Pascal,book-author,who-wrote-book
"Who wrote the book ""The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts""?",Douglas Adams,book-author,who-wrote-book
"Who wrote the book ""The Great Automatic Grammatizator And Other Stories""?",Roald Dahl,book-author,who-wrote-book
"Who is the author of the book ""A Calendar of Wisdom: Daily Thoughts to Nourish the Soul""?",Leo Tolstoy,book-author,author-of-book
"Who wrote the book ""Undeniable: Evolution and the Science of Creation""?",Bill Nye,book-author,who-wrote-book
"Who wrote the book ""Takedown""?",Brad Thor,book-author,who-wrote-book
"Who is the author of the book ""Trauma and Resilence: Effectively Supporting those who Serve God""?",Frauke C. Schaefer,book-author,author-of-book
"Who wrote the book ""Blind Huber""?",Nick Flynn,book-author,who-wrote-book
"Who wrote the book ""The Queen of the South""?",Arturo Pérez-Reverte,book-author,who-wrote-book
"Who wrote the book ""الفضول""?",Alberto Manguel,book-author,who-wrote-book
"Who is the author of the book ""Three Little Words""?",Joan Jonker,book-author,author-of-book
"Who wrote the book ""King and Maxwell""?",David Baldacci,book-author,who-wrote-book
"Who wrote the book ""2012 The Year of the Mayan Prophecy""?",Daniel Pinchbeck,book-author,who-wrote-book
"Who wrote the book ""When You Were Mine""?",Elizabeth Noble,book-author,who-wrote-book
"Who wrote the book ""Dark Warning""?",Jude Watson,book-author,who-wrote-book
"Who is the author of the book ""Hear Us O Lord from Heaven Thy Dwelling Place: Stories""?",Malcolm Lowry,book-author,author-of-book
"Who is the author of the book ""A Pocket Philosophical Dictionary""?",Voltaire,book-author,author-of-book
"Who wrote the book ""A Week to Be Wicked""?",Tessa Dare,book-author,who-wrote-book
"Who is the author of the book ""Black Panther #4""?",Ta-Nehisi Coates,book-author,author-of-book
"Who wrote the book ""Left Behind Series Gift Set""?",Tim LaHaye Jerry B. Jenkins,book-author,who-wrote-book
"Who wrote the book ""Further Chronicles of Avonlea""?",L.M. Montgomery,book-author,who-wrote-book
"Who is the author of the book ""Can't Hurry Love""?",Christie Ridgway,book-author,author-of-book
"Who is the author of the book ""Dismissed With Prejudice""?",J.A. Jance,book-author,author-of-book
"Who is the author of the book ""The White Wolf's Son: The Albino Underground""?",Michael Moorcock,book-author,author-of-book
"Who is the author of the book ""The Principles of Psychology""?",William James,book-author,author-of-book
"Who wrote the book ""Journey to the Center of the Earth""?",Jules Verne,book-author,who-wrote-book
"Who wrote the book ""The Obama Syndrome: Surrender at Home, War Abroad""?",Tariq Ali,book-author,who-wrote-book
"Who is the author of the book ""The Lady of the Shroud""?",Bram Stoker,book-author,author-of-book
"Who wrote the book ""Daring Chloe""?",Laura Jensen Walker,book-author,who-wrote-book
"Who is the author of the book ""Strategy and the Fat Smoker; Doing What's Obvious But Not Easy""?",David H. Maister,book-author,author-of-book
"Who wrote the book ""The Second World War: A Complete History""?",Martin Gilbert,book-author,who-wrote-book
"Who wrote the book ""Country Dark""?",Chris Offutt,book-author,who-wrote-book
"Who is the author of the book ""Smog City""?",Rebecca McNutt,book-author,author-of-book
"Who wrote the book ""The Marble Collector""?",Cecelia Ahern,book-author,who-wrote-book
"Who wrote the book ""Through the Gates of the Silver Key""?",H.P. Lovecraft,book-author,who-wrote-book
"Who wrote the book ""Brief Interviews with Hideous Men""?",David Foster Wallace,book-author,who-wrote-book
"Who wrote the book ""For the Birds""?",Angela Roquet,book-author,who-wrote-book
"Who wrote the book ""Penn & Teller's How to Play in Traffic""?",Penn Jillette,book-author,who-wrote-book
"Who wrote the book ""Poems: 1909-1925""?",T.S. Eliot,book-author,who-wrote-book
"Who wrote the book ""Priče o gradovima""?",Ivo Andrić,book-author,who-wrote-book
"Who wrote the book ""The Shaman Within: Reclaiming our Rites of Passage""?",Barbara Meiklejohn-Free,book-author,who-wrote-book
"Who wrote the book ""Autobiography of a Brown Buffalo""?",Oscar Zeta Acosta,book-author,who-wrote-book
"Who is the author of the book ""The Short Stories of F. Scott Fitzgerald""?",F. Scott Fitzgerald,book-author,author-of-book
"Who is the author of the book ""Scott Pilgrim, Vol. 6: Scott Pilgrim's Finest Hour""?",Bryan Lee O'Malley,book-author,author-of-book
"Who wrote the book ""The Untouchable""?",John Banville,book-author,who-wrote-book
"Who is the author of the book ""Some of the Dharma""?",Jack Kerouac,book-author,author-of-book
"Who wrote the book ""I Can Only Imagine""?",Karen Kingsbury,book-author,who-wrote-book
"Who is the author of the book ""A Little Book Of Love Poems""?",Elizabeth Barrett Browning,book-author,author-of-book
"Who wrote the book ""The Flies""?",Jean Paul Sartre,book-author,who-wrote-book
"Who is the author of the book ""The Age of Napoleon""?",J. Christopher Herold,book-author,author-of-book
"Who is the author of the book ""My Heart's in the Highlands""?",William Saroyan,book-author,author-of-book
"Who is the author of the book ""Motherless Daughters: The Legacy of Loss""?",Hope Edelman,book-author,author-of-book
"Who is the author of the book ""On the Loose""?",Christopher Fowler,book-author,author-of-book
